,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
1916,1917,97.0,1.0,USA,25000000.0,48237389.0,63969,126.0,129.0,0,29.0,15000.0,852.0,816.0,18789,5.5,Fair
3821,3822,107.0,1.0,UK,3000000.0,,46347,112.0,195.0,10000,58.0,874.0,579.0,537.0,2363,6.5,Good
4845,4846,94.0,0.0,USA,,,47,4.0,1.0,4,0.0,156.0,102.0,87.0,544,4.5,Fair
135,136,119.0,0.0,USA,150000000.0,61937495.0,89442,432.0,357.0,0,394.0,12000.0,490.0,162.0,13071,5.8,Fair
5001,5002,75.0,0.0,USA,50000.0,,106,5.0,7.0,225,14.0,252.0,132.0,130.0,638,3.7,Bad
1360,1361,118.0,1.0,USA,37000000.0,6482195.0,9740,81.0,38.0,389,11.0,37.0,12.0,12.0,74,6.4,Good
4325,4326,90.0,1.0,USA,2000000.0,,355,6.0,8.0,44,5.0,601.0,453.0,372.0,2395,4.6,Fair
4530,4531,91.0,1.0,Norway,1100000.0,,512,2.0,16.0,234,2.0,321.0,287.0,9.0,622,4.9,Fair
4320,4321,86.0,0.0,Ireland,,,6585,53.0,98.0,0,5.0,121.0,94.0,47.0,322,5.7,Fair
1582,1583,99.0,4.0,USA,31000000.0,58879132.0,66123,219.0,204.0,28000,0.0,26000.0,12000.0,816.0,40312,6.1,Good
2071,2072,111.0,1.0,France,19430000.0,6109075.0,32003,65.0,165.0,0,105.0,527.0,86.0,64.0,735,6.7,Good
3876,3877,133.0,0.0,India,150000000.0,199228.0,7295,49.0,12.0,504,12.0,464.0,374.0,106.0,1045,7.2,Good
2965,2966,100.0,1.0,USA,,21520719.0,10103,36.0,70.0,0,43.0,988.0,826.0,696.0,3906,5.8,Fair
2110,2111,107.0,11.0,USA,22000000.0,12784713.0,56813,381.0,183.0,0,737.0,6000.0,718.0,678.0,8094,6.7,Good
3858,3859,112.0,0.0,South Korea,4200000000.0,211667.0,53508,131.0,202.0,4000,0.0,717.0,126.0,38.0,907,7.7,Good
1528,1529,99.0,0.0,USA,33000000.0,35057332.0,45394,72.0,121.0,19000,35.0,3000.0,594.0,433.0,4863,6.5,Good
1317,1318,93.0,3.0,Germany,40000000.0,652526.0,20201,187.0,66.0,823,13.0,15000.0,460.0,173.0,15638,5.1,Fair
2428,2429,94.0,0.0,USA,18000000.0,18329466.0,279179,440.0,450.0,63000,0.0,11000.0,642.0,223.0,11984,7.6,Good
535,536,128.0,0.0,USA,60000000.0,77032279.0,303864,596.0,151.0,16000,14000.0,15000.0,466.0,232.0,16199,7.3,Good
2800,2801,86.0,1.0,USA,14000000.0,9402410.0,11233,32.0,77.0,0,90.0,962.0,925.0,635.0,3715,5.4,Fair
247,248,112.0,,USA,135000000.0,81638674.0,17533,115.0,181.0,12000,13.0,5000.0,833.0,799.0,8306,6.3,Good
1884,1885,122.0,0.0,USA,25000000.0,74273505.0,612060,1518.0,488.0,21000,1000.0,2000.0,939.0,883.0,4738,8.1,Excellent
500,501,106.0,0.0,USA,90000000.0,27356090.0,58752,117.0,202.0,21000,42.0,14000.0,788.0,612.0,16922,6.0,Fair
2406,2407,180.0,0.0,USA,18000000.0,51600000.0,270790,549.0,134.0,16000,869.0,692.0,670.0,521.0,3076,8.3,Excellent
1449,1450,101.0,0.0,USA,30000000.0,37617947.0,8143,203.0,122.0,0,308.0,446.0,224.0,206.0,966,6.8,Good
4533,4534,83.0,0.0,USA,1000000.0,31537320.0,44329,309.0,270.0,13000,6.0,707.0,305.0,142.0,1565,5.7,Fair
4878,4879,108.0,0.0,USA,,,870,18.0,15.0,76,32.0,602.0,427.0,180.0,1991,4.5,Fair
434,435,123.0,1.0,USA,82000000.0,34543701.0,100001,289.0,170.0,0,55.0,3000.0,975.0,956.0,5839,5.9,Fair
4534,4535,110.0,1.0,USA,1300000.0,,507063,881.0,211.0,35000,17000.0,22000.0,745.0,595.0,23525,8.3,Excellent
3256,3257,89.0,1.0,Canada,10000000.0,,3015,27.0,15.0,850,3.0,764.0,716.0,499.0,2876,6.5,Good
3328,3329,23.0,0.0,USA,,,28190,73.0,47.0,2000,,668.0,296.0,265.0,1484,7.9,Good
3772,3773,110.0,0.0,USA,5000000.0,4040588.0,12233,89.0,109.0,0,19.0,25000.0,579.0,39.0,25676,6.8,Good
1719,1720,103.0,0.0,China,60000000.0,668171.0,8215,132.0,90.0,445,45.0,489.0,181.0,107.0,949,5.6,Fair
4442,4443,82.0,0.0,Canada,1500000.0,,459,10.0,4.0,236,65.0,341.0,265.0,146.0,967,2.8,Bad
117,118,115.0,3.0,USA,150000000.0,206456431.0,320284,1361.0,276.0,0,13000.0,40000.0,16000.0,588.0,57844,6.7,Good
881,882,93.0,0.0,USA,62000000.0,25857987.0,110614,532.0,178.0,0,45.0,9000.0,460.0,352.0,10185,5.5,Fair
4525,4526,82.0,4.0,USA,950000.0,,387508,1123.0,242.0,23000,345.0,2000.0,607.0,269.0,3442,8.6,Excellent
2790,2791,96.0,0.0,USA,14000000.0,15062898.0,11729,106.0,37.0,645,0.0,3000.0,2000.0,654.0,6861,6.0,Fair
603,604,146.0,1.0,USA,66000000.0,79883359.0,116159,488.0,388.0,28000,14000.0,25000.0,19000.0,979.0,46726,7.2,Good
3841,3842,104.0,0.0,USA,4500000.0,,50125,140.0,36.0,0,116.0,1000.0,511.0,83.0,1662,5.7,Fair
4462,4463,135.0,2.0,USA,1592000.0,638951.0,775,19.0,15.0,100,5.0,51.0,24.0,5.0,83,7.4,Good
4599,4600,89.0,1.0,USA,1000000.0,,397,6.0,3.0,143,32.0,386.0,261.0,256.0,1647,6.3,Good
2504,2505,99.0,7.0,USA,,24708699.0,7991,30.0,62.0,0,17.0,918.0,912.0,826.0,4797,4.9,Fair
152,153,115.0,1.0,USA,150000000.0,82161969.0,142440,505.0,287.0,3000,0.0,18000.0,12000.0,964.0,31523,6.3,Good
4995,4996,96.0,5.0,USA,45000.0,,181,4.0,,72,117.0,948.0,482.0,281.0,2058,5.5,Fair
3627,3628,95.0,3.0,USA,6000000.0,2025238.0,9589,105.0,84.0,289,8.0,244.0,230.0,15.0,489,5.8,Fair
2005,2006,88.0,2.0,France,,,5385,22.0,56.0,0,4.0,783.0,749.0,602.0,3874,6.1,Good
2335,2336,101.0,2.0,USA,,578382.0,41249,67.0,140.0,0,46.0,33000.0,4000.0,902.0,39515,6.3,Good
4141,4142,94.0,3.0,USA,3000000.0,,706,14.0,11.0,229,0.0,854.0,602.0,356.0,1989,6.2,Good
3829,3830,106.0,0.0,USA,4638783.0,,13467,106.0,54.0,0,541.0,773.0,476.0,372.0,2409,7.4,Good
1404,1405,88.0,0.0,USA,35000000.0,112692062.0,84325,205.0,122.0,0,0.0,2000.0,843.0,640.0,4499,5.4,Fair
3442,3443,105.0,1.0,USA,7500000.0,10460089.0,34098,214.0,127.0,1000,248.0,673.0,466.0,147.0,1442,7.2,Good
3036,3037,101.0,1.0,USA,11000000.0,41227069.0,162701,962.0,80.0,19000,163.0,683.0,548.0,488.0,2436,7.4,Good
343,344,92.0,0.0,USA,93000000.0,181166115.0,219501,1236.0,198.0,0,394.0,693.0,595.0,527.0,2574,5.9,Fair
1751,1752,110.0,3.0,UK,29000000.0,,2167,32.0,87.0,0,350.0,11000.0,183.0,83.0,11534,7.1,Good
549,550,91.0,0.0,USA,75000000.0,73661010.0,71137,229.0,190.0,0,27.0,12000.0,970.0,925.0,17299,6.6,Good
2707,2708,97.0,4.0,USA,20000000.0,8586376.0,26598,132.0,63.0,1000,2.0,890.0,852.0,461.0,3161,4.9,Fair
4611,4612,99.0,2.0,USA,1000000.0,,1420,26.0,23.0,138,0.0,363.0,275.0,131.0,997,6.2,Good
4311,4312,96.0,1.0,USA,2000000.0,198407.0,10282,78.0,78.0,474,38.0,363.0,223.0,85.0,774,6.6,Good
2838,2839,99.0,0.0,USA,7000000.0,49369900.0,36108,260.0,102.0,0,212.0,130.0,125.0,54.0,450,5.7,Fair
3018,3019,103.0,0.0,USA,11500000.0,57469179.0,63855,248.0,98.0,0,52.0,969.0,886.0,426.0,2987,6.6,Good
4665,4666,83.0,0.0,Argentina,800000.0,,772,11.0,25.0,83,0.0,24.0,5.0,0.0,29,7.2,Good
1430,1431,88.0,2.0,USA,35000000.0,49474048.0,31191,120.0,124.0,0,12.0,49000.0,1000.0,931.0,53370,5.4,Fair
1214,1215,105.0,2.0,USA,40000000.0,71347010.0,166194,215.0,215.0,0,29.0,24000.0,4000.0,257.0,28928,7.1,Good
55,56,93.0,0.0,USA,185000000.0,237282182.0,273556,428.0,488.0,39000,56.0,2000.0,1000.0,838.0,5005,7.2,Good
2596,2597,93.0,0.0,USA,15500000.0,1181197.0,3299,24.0,40.0,191,7.0,1000.0,1000.0,922.0,4329,5.9,Fair
1587,1588,74.0,1.0,USA,30000000.0,191796233.0,623757,391.0,166.0,0,487.0,15000.0,1000.0,802.0,19046,8.3,Excellent
12,13,151.0,2.0,USA,225000000.0,423032628.0,522040,1832.0,313.0,5000,563.0,40000.0,5000.0,1000.0,48486,7.3,Good
4120,4121,100.0,1.0,USA,3000000.0,73678.0,266,8.0,8.0,348,27.0,1000.0,902.0,847.0,4374,5.9,Fair
641,642,114.0,2.0,USA,,72980108.0,80338,264.0,190.0,0,116.0,7000.0,1000.0,982.0,10419,5.9,Fair
4327,4328,92.0,1.0,USA,2300000.0,7927.0,19236,175.0,90.0,0,0.0,1000.0,29.0,18.0,1055,7.7,Good
3722,3723,77.0,1.0,USA,5000000.0,19421271.0,2448,18.0,28.0,122,0.0,2000.0,804.0,73.0,2908,5.0,Fair
2364,2365,113.0,6.0,USA,13000000.0,51697449.0,8346,59.0,36.0,1000,0.0,607.0,269.0,256.0,1465,4.1,Fair
4751,4752,94.0,0.0,USA,135000000.0,177343675.0,70136,214.0,165.0,26000,12.0,17000.0,523.0,183.0,17883,6.7,Good
2617,2618,100.0,1.0,Canada,20000000.0,71588220.0,134869,304.0,393.0,57000,127.0,1000.0,340.0,250.0,1949,6.2,Good
3638,3639,97.0,0.0,USA,6000000.0,117560.0,2330,29.0,36.0,224,781.0,596.0,206.0,90.0,1081,6.2,Good
1172,1173,112.0,4.0,USA,44000000.0,6105175.0,247020,835.0,293.0,50000,133.0,11000.0,392.0,365.0,12239,6.6,Good
3311,3312,120.0,1.0,Italy,9000000.0,349618.0,4302,45.0,76.0,375,930.0,982.0,602.0,433.0,2942,6.1,Good
4383,4384,86.0,0.0,UK,1700000.0,992238.0,16349,103.0,124.0,869,84.0,680.0,46.0,34.0,763,6.8,Good
710,711,115.0,0.0,USA,60000000.0,143151473.0,116681,320.0,180.0,11000,64.0,2000.0,899.0,664.0,4811,7.1,Good
62,63,110.0,2.0,USA,180000000.0,124051759.0,42372,239.0,248.0,29000,282.0,11000.0,10000.0,103.0,21175,6.6,Good
1161,1162,115.0,1.0,USA,42000000.0,41543207.0,30077,175.0,114.0,893,73.0,11000.0,3000.0,505.0,15571,6.3,Good
2815,2816,186.0,1.0,USA,14000000.0,46495.0,12053,119.0,116.0,0,50.0,13000.0,1000.0,338.0,14638,6.5,Good
60,61,96.0,0.0,USA,200000000.0,137850096.0,72809,249.0,240.0,0,0.0,18000.0,14000.0,10000.0,48878,6.8,Good
3363,3364,95.0,0.0,USA,8000000.0,40066497.0,23671,247.0,58.0,0,548.0,389.0,363.0,360.0,1792,3.5,Bad
4661,4662,114.0,1.0,USA,800000.0,1001437.0,2039,28.0,11.0,81,9.0,159.0,143.0,86.0,423,7.2,Good
2046,2047,119.0,0.0,Japan,24000000.0,4710455.0,214091,330.0,212.0,13000,6000.0,23000.0,713.0,422.0,24263,8.2,Excellent
3209,3210,98.0,0.0,USA,11000000.0,1987762.0,59297,216.0,376.0,12000,607.0,11000.0,414.0,251.0,11853,6.7,Good
3006,3007,95.0,1.0,China,,190666.0,2410,20.0,101.0,784,611.0,9.0,4.0,3.0,18,5.7,Fair
842,843,92.0,0.0,USA,55000000.0,105263257.0,56168,103.0,53.0,5000,39.0,3000.0,562.0,458.0,4518,5.4,Fair
2824,2825,124.0,1.0,UK,13500000.0,7060876.0,44795,314.0,132.0,0,133.0,14000.0,230.0,170.0,14726,7.4,Good
1217,1218,99.0,0.0,USA,40000000.0,70163652.0,31968,82.0,65.0,663,14.0,17000.0,826.0,633.0,19334,4.6,Fair
4486,4487,99.0,6.0,USA,1300000.0,,101,1.0,5.0,221,4.0,18000.0,748.0,434.0,20218,7.6,Good
3587,3588,152.0,0.0,USA,6000000.0,43650000.0,71919,316.0,120.0,0,34.0,804.0,271.0,249.0,1802,7.6,Good
3968,3969,121.0,0.0,USA,3800000.0,,103493,317.0,161.0,17000,0.0,3000.0,977.0,682.0,5987,8.1,Excellent
3162,3163,106.0,3.0,USA,10000000.0,14479776.0,55539,147.0,325.0,20000,13000.0,11000.0,430.0,309.0,12418,7.0,Good
